Critic_Score,Platform,Genre,Publisher,Name,Global_Sales
73.0,PS3,Racing,Other,SBK X: Superbike World Championship,0.21
74.0,XB,Shooter,Unknown,Robotech: Battlecry,0.21
68.0,3DS,Role-Playing,Namco Bandai Games,Dragon Ball: Fusions,0.21
70.0,DS,Sports,Electronic Arts,Madden NFL 07,0.21
26.0,PS,Fighting,Acclaim Entertainment,HBO Boxing,0.21
63.0,X360,Sports,Other,Bass Pro Shops: The Strike,0.21
75.0,XB,Shooter,Ubisoft,Darkwatch,0.21
74.0,PS3,Role-Playing,Nippon Ichi Software,Disgaea D2: A Brighter Darkness,0.21
83.0,PS2,Platform,Capcom,Maximo vs Army of Zin,0.21
74.0,PC,Action,Ubisoft,Assassin's Creed Syndicate,0.21
54.0,DS,Action,Disney Interactive Studios,The Chronicles of Narnia: Prince Caspian,0.21
76.0,PS2,Role-Playing,THQ,Summoner 2,0.21
78.0,PS2,Adventure,Konami Digital Entertainment,Shadow of Destiny,0.21
83.0,DS,Action,Tecmo Koei,Ninja Gaiden: Dragon Sword,0.21
65.0,XB,Sports,Other,Cabela's Deer Hunt: 2004 Season,0.21
77.0,PSV,Role-Playing,Square Enix,World of Final Fantasy,0.21
72.0,PSV,Action,Nippon Ichi Software,Danganronpa Another Episode: Ultra Despair Girls,0.21
79.0,Wii,Action,Konami Digital Entertainment,Pro Evolution Soccer 2012,0.21
60.0,Wii,Platform,Vivendi Games,The Legend of Spyro: The Eternal Night,0.21
83.0,PS4,Adventure,Other,The Wolf Among Us,0.21
67.0,Wii,Adventure,Deep Silver,Cursed Mountain,0.21
78.0,DS,Strategy,THQ,Age of Empires: Mythologies,0.21
63.0,X360,Racing,Other,SBK Superbike World Championship,0.21
47.0,GC,Action,Electronic Arts,Bionicle,0.21
69.0,3DS,Role-Playing,Nintendo,Heroes of Ruin,0.21
80.0,Wii,Platform,Majesco Entertainment,A Boy and His Blob,0.21
61.0,PS3,Racing,THQ,Baja: Edge of Control,0.21
43.0,PS3,Action,Electronic Arts,G.I. Joe: The Rise of Cobra,0.21
74.0,PSP,Fighting,THQ,UFC Undisputed 2010,0.21
37.0,PSP,Misc,Activision,World Series of Poker,0.21
67.0,X360,Misc,Ubisoft,Rayman Raving Rabbids,0.21
81.0,PS2,Action,Eidos Interactive,Deus Ex: The Conspiracy,0.21
64.0,XB,Shooter,Atari,Unreal II: The Awakening,0.21
85.0,PS2,Racing,Electronic Arts,Rumble Racing,0.21
69.0,PS2,Action,Activision,Spider-Man: Web of Shadows,0.21
38.0,X360,Action,Microsoft Game Studios,Vampire Rain,0.21
65.0,XB,Action,Electronic Arts,Batman Begins,0.21
53.0,XOne,Sports,Electronic Arts,NBA Live 15,0.21
57.0,GBA,Platform,TDK Mediactive,Shrek: Reekin' Havoc,0.21
88.0,XB,Action,Sega,JSRF: Jet Set Radio Future,0.21
79.0,GC,Sports,Midway Games,NHL Hitz 20-02,0.21
55.0,X360,Action,Other,Way of the Samurai 3,0.21
91.0,GC,Sports,Electronic Arts,NCAA Football 2003,0.21
71.0,PS3,Action,Square Enix,Hitman: HD Trilogy,0.21
51.0,PSP,Fighting,THQ,Marvel Super Hero Squad,0.21
74.0,PSV,Fighting,Namco Bandai Games,J Stars Victory Vs.,0.21
74.0,PS3,Platform,THQ,de Blob 2,0.21
64.0,PS2,Sports,Konami Digital Entertainment,ESPN Winter X Games: Snowboarding 2002,0.21
76.0,Wii,Role-Playing,Square Enix,Final Fantasy Fables: Chocobo's Dungeon,0.21
78.0,PS2,Action,Eidos Interactive,Project: Snowblind,0.21
40.0,X360,Action,Deep Silver,Prison Break: The Conspiracy,0.21
81.0,Wii,Misc,THQ,You Don't Know Jack,0.21
28.0,PS,Fighting,Midway Games,Mortal Kombat: Special Forces,0.21
77.0,3DS,Platform,Capcom,Mega Man Legacy Collection,0.21
53.0,Wii,Action,THQ,The Last Airbender,0.21
39.0,DS,Sports,Activision,Tony Hawk's Motion,0.21
67.0,X360,Sports,Electronic Arts,NCAA March Madness 07,0.21
68.0,X360,Sports,Other,StokEd,0.21
68.0,PS2,Action,THQ,Evil Dead: Regeneration,0.21
64.0,PC,Shooter,Other,Defiance,0.21
80.0,XB,Sports,Electronic Arts,NHL 2003,0.21
78.0,PSP,Sports,Electronic Arts,Tiger Woods PGA Tour,0.21
89.0,PS2,Sports,Sega,NHL 2K3,0.21
82.0,X360,Misc,THQ,You Don't Know Jack,0.21
82.0,GBA,Fighting,Ubisoft,Final Fight One,0.21
32.0,PS4,Sports,Activision,Tony Hawk's Pro Skater 5,0.21
79.0,PSP,Sports,Sony Computer Entertainment,MLB 10: The Show,0.21
68.0,PS2,Sports,Zoo Digital Publishing,Gallop Racer 2003: A New Breed,0.21
54.0,3DS,Action,Konami Digital Entertainment,Frogger 3D,0.21
69.0,DS,Role-Playing,Ignition Entertainment,Blue Dragon Plus,0.21
74.0,XB,Sports,Global Star,Outlaw Golf 2,0.21
33.0,GC,Action,Atari,BeyBlade VForce: Super Tournament Battle,0.21
61.0,X360,Shooter,Namco Bandai Games,Dead to Rights: Retribution,0.21
48.0,GC,Fighting,Atari,Dragon Ball Z: Sagas,0.21
58.0,XB,Platform,Activision,X2: Wolverine's Revenge,0.21
55.0,GBA,Action,THQ,Power Rangers: Wild Force,0.21
70.0,Wii,Action,Ubisoft,Tenchu: Shadow Assassins,0.21
61.0,PS3,Shooter,Capcom,Lost Planet 3,0.21
75.0,GBA,Misc,Acclaim Entertainment,Mary-Kate and Ashley: Girls Night Out,0.2
40.0,GBA,Action,Atari,Beyblade G-Revolution,0.2
57.0,PS2,Fighting,Capcom,Capcom Fighting Evolution,0.2
72.0,PS4,Action,Ubisoft,Assassin's Creed The Ezio Collection,0.2
73.0,PSV,Action,Sony Computer Entertainment,God of War Collection,0.2
78.0,XB,Racing,Infogrames,NASCAR Heat 2002,0.2
71.0,PS3,Action,Sega,Anarchy Reigns,0.2
33.0,PS3,Simulation,Namco Bandai Games,Mobile Suit Gundam: Crossfire,0.2
68.0,PS2,Strategy,Konami Digital Entertainment,Suikoden Tactics,0.2
76.0,XB,Sports,Electronic Arts,NCAA March Madness 06,0.2
52.0,X360,Shooter,Other,Sniper: Ghost Warrior 2,0.2
69.0,PC,Role-Playing,Other,EVE Online,0.2
89.0,Other,Role-Playing,Sega,Phantasy Star Online,0.2
69.0,XB,Racing,Sega,Crazy Taxi 3: High Roller,0.2
87.0,XB,Racing,Take-Two Interactive,Midnight Club 3: DUB Edition Remix,0.2
72.0,PSP,Strategy,Atari,Thrillville,0.2
74.0,PC,Shooter,THQ,"Warhammer 40,000: Space Marine",0.2
67.0,PS2,Fighting,Ignition Entertainment,The King of Fighters Collection: The Orochi Saga,0.2
51.0,WiiU,Simulation,Disney Interactive Studios,Disney's Planes,0.2
62.0,PS4,Shooter,Other,Zombie Army Trilogy,0.2
79.0,XB,Sports,Midway Games,MLB SlugFest 20-03,0.2
63.0,PSP,Fighting,Sony Computer Entertainment,The Con,0.2
70.0,PS2,Platform,Activision,Pitfall: The Lost Expedition,0.2
70.0,DS,Racing,Electronic Arts,Need for Speed Carbon: Own the City,0.2
64.0,PS3,Role-Playing,Ubisoft,Enchanted Arms,0.2
75.0,PS2,Racing,Infogrames,Le Mans 24 Hours,0.2
53.0,PS3,Role-Playing,Nippon Ichi Software,The Witch and the Hundred Knight,0.2
57.0,DS,Role-Playing,Namco Bandai Games,Dragon Ball Z: Harukanaru Densetsu,0.2
82.0,GBA,Simulation,Ubisoft,Harvest Moon: More Friends of Mineral Town,0.2
72.0,GBA,Platform,Activision,X2: Wolverine's Revenge,0.2
90.0,XB,Sports,Sega,NBA 2K2,0.2
67.0,3DS,Action,Other,Code of Princess,0.2
72.0,PS3,Sports,Take-Two Interactive,Major League Baseball 2K11,0.2
70.0,XB,Racing,THQ,Cars,0.2
71.0,GC,Racing,Midway Games,Spy Hunter,0.2
52.0,X360,Role-Playing,Ubisoft,Dark Messiah of Might and Magic Elements,0.2
53.0,Wii,Action,Sega,Planet 51,0.2
51.0,PS2,Shooter,Electronic Arts,Dead to Rights II,0.2
79.0,GBA,Sports,Ubisoft,Super Dodge Ball Advance,0.2
81.0,PC,Sports,Electronic Arts,FIFA 16,0.2
36.0,XOne,Sports,Electronic Arts,NBA Live 14,0.2
36.0,PS3,Action,Sony Computer Entertainment,Kung Fu Rider,0.2
63.0,X360,Simulation,Kalypso Media,DarkStar One: Broken Alliance,0.2
73.0,XOne,Action,Namco Bandai Games,Dragon Ball: Xenoverse 2,0.2
68.0,PS3,Racing,Other,WRC: FIA World Rally Championship,0.2
87.0,PS4,Role-Playing,Nippon Ichi Software,Odin Sphere: Leifthrasir,0.2
70.0,GC,Platform,Electronic Arts,Ty the Tasmanian Tiger 2: Bush Rescue,0.2
57.0,X360,Misc,Namco Bandai Games,Body and Brain Connection,0.2
65.0,Wii,Action,Namco Bandai Games,Dragon Ball: Revenge of King Piccolo,0.2
62.0,PSP,Action,Tecmo Koei,Warriors Orochi,0.2
82.0,XB,Sports,Electronic Arts,MVP Baseball 2003,0.2
43.0,X360,Racing,Activision,Monster Jam,0.2
75.0,DS,Role-Playing,Sega,Infinite Space,0.2
45.0,PS2,Sports,Sony Computer Entertainment,NCAA Final Four 2004,0.2
72.0,XB,Action,Disney Interactive Studios,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",0.2
68.0,PSP,Sports,Sony Computer Entertainment,NBA 07,0.2
76.0,PC,Role-Playing,Unknown,Two Worlds II,0.2
40.0,XB,Racing,Bethesda Softworks,IHRA Drag Racing 2004,0.2
86.0,PS3,Role-Playing,Nippon Ichi Software,The Legend of Heroes: Trails of Cold Steel,0.2
60.0,PS3,Shooter,Codemasters,Clive Barker's Jericho,0.2
64.0,3DS,Fighting,Nintendo,Tekken 3D: Prime Edition,0.2
65.0,DS,Role-Playing,Activision,Marvel: Ultimate Alliance 2,0.2
68.0,DS,Simulation,Other,Treasure World,0.2
37.0,PS2,Racing,Other,Ford Racing Off Road,0.2
60.0,GBA,Misc,Namco Bandai Games,Namco Museum: 50th Anniversary,0.2
58.0,X360,Shooter,Square Enix,Front Mission Evolved,0.2
75.0,XB,Sports,Activision,Mat Hoffman's Pro BMX 2,0.2
71.0,XB,Action,Electronic Arts,From Russia With Love,0.2
66.0,PS3,Simulation,Activision,Apache: Air Assault,0.2
75.0,PC,Action,Warner Bros. Interactive Entertainment,Dying Light,0.2
90.0,Other,Role-Playing,Ubisoft,Grandia II,0.2
74.0,X360,Racing,Namco Bandai Games,Ridge Racer 6,0.2
67.0,XB,Action,Activision,Shark Tale,0.2
77.0,GC,Sports,Electronic Arts,NFL Street 2,0.2
53.0,PS2,Action,Konami Digital Entertainment,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.2
75.0,X360,Simulation,Konami Digital Entertainment,Zone of the Enders HD Collection,0.2
71.0,X360,Role-Playing,Other,Record of Agarest War,0.2
78.0,PS2,Strategy,Activision,Gladius,0.2
63.0,PS3,Shooter,D3Publisher,Earth Defense Force: Insect Armageddon,0.2
76.0,XB,Sports,Acclaim Entertainment,Dave Mirra Freestyle BMX 2,0.2
66.0,GC,Platform,THQ,SpongeBob SquarePants: Revenge of the Flying Dutchman,0.2
77.0,PS2,Misc,Namco Bandai Games,Taiko Drum Master,0.2
62.0,XB,Puzzle,THQ,Tetris Worlds (Online Edition),0.2
49.0,PSV,Action,Ubisoft,Dungeon Hunter Alliance,0.2
71.0,PS2,Action,Atari,Forgotten Realms: Demon Stone,0.2
50.0,X360,Shooter,Activision,Soldier of Fortune: Payback,0.2
65.0,PS3,Action,Atari,Afro Samurai,0.2
62.0,PS2,Racing,Infogrames,Looney Tunes: Space Race,0.2
49.0,Wii,Misc,THQ,Neighborhood Games,0.2
58.0,PSV,Action,Konami Digital Entertainment,Silent Hill: Book of Memories,0.2
59.0,PS2,Simulation,Ubisoft,Playboy: The Mansion,0.2
65.0,X360,Racing,THQ,Baja: Edge of Control,0.2
80.0,PSP,Sports,Electronic Arts,Tiger Woods PGA Tour 06,0.2
65.0,GBA,Action,THQ,Ratatouille,0.2
59.0,DS,Role-Playing,Sega,Bleach: The 3rd Phantom,0.2
42.0,GC,Misc,Other,MC Groovz Dance Craze,0.2
78.0,XB,Adventure,Vivendi Games,The Thing,0.2
58.0,PS3,Role-Playing,Electronic Arts,Untold Legends: Dark Kingdom,0.2
85.0,PS3,Strategy,Other,Plants vs. Zombies,0.2
83.0,XB,Role-Playing,Other,Baldur's Gate: Dark Alliance,0.2
83.0,GC,Action,Ubisoft,Prince of Persia: Warrior Within,0.2
53.0,X360,Action,Tecmo Koei,Warriors Orochi,0.2
47.0,PS2,Action,Vivendi Games,Predator: Concrete Jungle,0.2
73.0,PS3,Fighting,PQube,Arcana Heart 3,0.2
55.0,DS,Action,Activision,X-Men Origins: Wolverine,0.2
51.0,PS2,Racing,Other,Big Mutha Truckers 2,0.2
65.0,PS3,Simulation,505 Games,Armored Core 4,0.2
76.0,DS,Role-Playing,Nintendo,Solatorobo: Red the Hunter,0.2
57.0,PS2,Sports,Sony Computer Entertainment,NHL FaceOff 2001,0.2
70.0,PS2,Role-Playing,Other,Mana Khemia 2: Fall of Alchemy,0.2
57.0,PS2,Action,Other,The Great Escape,0.2
63.0,PS3,Action,Konami Digital Entertainment,Castlevania: Lords of Shadow 2,0.2
59.0,XB,Racing,Empire Interactive,Big Mutha Truckers,0.19
58.0,PS3,Action,Nippon Ichi Software,Way of the Samurai 4,0.19
67.0,GBA,Platform,Vivendi Games,The Hobbit,0.19
75.0,PS2,Fighting,Ignition Entertainment,The King of Fighters XI,0.19
58.0,PSP,Shooter,Ubisoft,Tom Clancy's Splinter Cell: Essentials,0.19
57.0,DS,Adventure,Other,Chronicles of Mystery: Curse of the Ancient Temple,0.19
68.0,PS3,Sports,Take-Two Interactive,Major League Baseball 2K12,0.19
51.0,PSP,Action,Take-Two Interactive,Family Guy,0.19
78.0,PC,Action,Electronic Arts,Dead Space 3,0.19
76.0,PS2,Shooter,Ubisoft,Sniper Elite,0.19
70.0,PSP,Action,Electronic Arts,Harry Potter and the Goblet of Fire,0.19
81.0,GBA,Role-Playing,Ubisoft,Breath of Fire II,0.19
72.0,PC,Racing,Atari,Test Drive Unlimited 2,0.19
65.0,PS3,Sports,THQ,UFC Personal Trainer: The Ultimate Fitness System,0.19
67.0,GC,Platform,Vivendi Games,Ice Age 2: The Meltdown,0.19
69.0,X360,Action,THQ,Conan,0.19
64.0,GBA,Action,Other,Dinotopia: The Timestone Pirates,0.19
72.0,PS3,Action,Konami Digital Entertainment,No More Heroes: Heroes' Paradise,0.19
68.0,PC,Shooter,Sega,Aliens vs Predator,0.19
61.0,PS3,Action,Sega,Captain America: Super Soldier,0.19
74.0,XB,Action,Take-Two Interactive,Manhunt,0.19
57.0,PS2,Sports,Sony Computer Entertainment,NCAA Final Four 2003,0.19
49.0,X360,Action,Namco Bandai Games,Dynasty Warriors: Gundam 2,0.19
53.0,PS4,Role-Playing,Focus Home Interactive,Bound By Flame,0.19
71.0,Wii,Role-Playing,Disney Interactive Studios,Spectrobes: Origins,0.19
63.0,X360,Misc,Konami Digital Entertainment,DanceMasters,0.19
78.0,PS2,Role-Playing,Capcom,Breath of Fire: Dragon Quarter,0.19
71.0,Wii,Role-Playing,Sega,Shiren the Wanderer,0.19
60.0,3DS,Action,Warner Bros. Interactive Entertainment,LEGO Marvel's Avengers,0.19
49.0,DS,Simulation,Electronic Arts,Spore Hero Arena,0.19
50.0,GC,Adventure,Nintendo,Disney's Magical Mirror Starring Mickey Mouse,0.19
69.0,X360,Role-Playing,Ubisoft,Enchanted Arms,0.19
52.0,X360,Shooter,Eidos Interactive,Conflict: Denied Ops,0.19
63.0,PC,Action,Take-Two Interactive,Mafia III,0.19
62.0,PS2,Shooter,Electronic Arts,Mace Griffin: Bounty Hunter,0.19
46.0,DS,Puzzle,Other,101-in-1 Explosive Megamix,0.19
74.0,XB,Action,Eidos Interactive,Legacy of Kain: Defiance,0.19
66.0,X360,Role-Playing,Square Enix,Final Fantasy XI,0.19
51.0,PS2,Misc,Atari,Trivial Pursuit unhinged,0.19
56.0,PSP,Action,Ubisoft,Peter Jackson's King Kong: The Official Game of the Movie,0.19
23.0,XOne,Fighting,Ubisoft,Fighter Within,0.19
66.0,PS2,Strategy,Electronic Arts,Aliens versus Predator: Extinction,0.19
57.0,PS3,Platform,Activision,Shrek: Forever After,0.19
64.0,PS2,Shooter,Konami Digital Entertainment,Silent Scope 2: Dark Silhouette,0.19
62.0,Wii,Action,Vivendi Games,The Spiderwick Chronicles,0.19
85.0,GBA,Sports,Acclaim Entertainment,Dave Mirra Freestyle BMX 2,0.19
60.0,PSP,Action,Activision,X-Men Origins: Wolverine,0.19
79.0,PS2,Sports,Midway Games,NHL Hitz Pro,0.19
82.0,DS,Shooter,Square Enix,Space Invaders Extreme 2,0.19
65.0,3DS,Action,Electronic Arts,Need for Speed: The Run,0.19
77.0,PC,Strategy,Square Enix,Supreme Commander 2,0.19
43.0,PS3,Shooter,Tecmo Koei,Quantum Theory,0.19
81.0,Wii,Simulation,Ubisoft,Dawn of Discovery,0.19
84.0,WiiU,Misc,Activision,Guitar Hero Live,0.19
69.0,PS2,Misc,Ignition Entertainment,SNK Arcade Classics Vol. 1,0.19
83.0,PS2,Misc,Sony Computer Entertainment,Frequency,0.19
63.0,PS4,Action,Tecmo Koei,Dynasty Warriors 8: Empires,0.19
79.0,XB,Sports,Electronic Arts,2002 FIFA World Cup,0.19
64.0,3DS,Misc,THQ,SpongeBob SquigglePants 3D,0.19
75.0,GBA,Adventure,Konami Digital Entertainment,Frogger's Adventures 2: The Lost Wand,0.19
72.0,XB,Role-Playing,Microsoft Game Studios,Sudeki,0.19
74.0,X360,Adventure,Namco Bandai Games,Majin and the Forsaken Kingdom,0.19
69.0,X360,Action,Konami Digital Entertainment,Silent Hill HD Collection,0.19
64.0,Wii,Role-Playing,Other,Arc Rise Fantasia,0.19
85.0,PC,Role-Playing,Ubisoft,South Park: The Stick of Truth,0.19
49.0,GC,Action,Konami Digital Entertainment,Teenage Mutant Ninja Turtles 2: Battle Nexus,0.19
76.0,PSV,Sports,Sony Computer Entertainment,MLB 12: The Show,0.19
66.0,GBA,Sports,Electronic Arts,SSX Tricky,0.19
82.0,PC,Action,Take-Two Interactive,NBA 2K11,0.19
68.0,Wii,Fighting,THQ,WWE All Stars,0.19
61.0,DS,Fighting,Namco Bandai Games,Naruto: Ninja Destiny,0.19
54.0,X360,Fighting,Electronic Arts,FaceBreaker,0.19
73.0,DS,Action,Activision,Spider-Man: Shattered Dimensions,0.19
79.0,GBA,Role-Playing,Other,Lunar Legend,0.19
62.0,PS2,Shooter,Eidos Interactive,Conflict: Global Terror,0.19
70.0,PSP,Action,Electronic Arts,Dante's Inferno,0.19
82.0,WiiU,Fighting,Warner Bros. Interactive Entertainment,Injustice: Gods Among Us,0.19
70.0,DS,Action,Eidos Interactive,Tomb Raider: Underworld,0.19
61.0,PSP,Platform,Konami Digital Entertainment,Death Jr.,0.19
71.0,GC,Action,Universal Interactive,Hulk,0.19
52.0,PS2,Misc,Electronic Arts,Boogie,0.19
68.0,PS2,Role-Playing,Sega,Phantasy Star Universe,0.19
65.0,PS2,Shooter,Activision,Gungrave,0.19
76.0,PS2,Sports,Atari,Transworld Surf,0.19
58.0,PS2,Action,Sega,Tenchu: Fatal Shadows,0.19
72.0,PS3,Shooter,THQ,50 Cent: Blood on the Sand,0.19
82.0,PC,Action,Deep Silver,Metro: Last Light,0.19
77.0,PC,Shooter,Take-Two Interactive,Evolve,0.19
80.0,WiiU,Action,Capcom,Resident Evil: Revelations,0.19
53.0,Wii,Misc,Namco Bandai Games,Namco Museum Megamix,0.19
67.0,GC,Platform,Vivendi Games,The Legend of Spyro: A New Beginning,0.19
62.0,PS3,Simulation,Ubisoft,Armored Core: For Answer,0.19
67.0,XB,Action,Electronic Arts,Harry Potter and the Prisoner of Azkaban,0.19
64.0,PS2,Action,Activision,Monsters vs. Aliens,0.19
79.0,PSV,Fighting,Capcom,Street Fighter X Tekken,0.19
80.0,PSV,Role-Playing,Nippon Ichi Software,The Legend of Heroes: Trails of Cold Steel II,0.19
68.0,PS2,Action,Sony Computer Entertainment,Rise of the Kasai,0.19
47.0,PS4,Misc,Other,Singstar: Ultimate Party,0.19
60.0,X360,Role-Playing,Deep Silver,Risen,0.19
72.0,DS,Role-Playing,Tecmo Koei,Nostalgia,0.19
55.0,X360,Action,Namco Bandai Games,Dynasty Warriors Gundam,0.19
78.0,DS,Adventure,Unknown,Chibi-Robo! Park Patrol,0.19
60.0,PS3,Simulation,Konami Digital Entertainment,DanceDanceRevolution,0.19
82.0,PC,Action,Ubisoft,Tom Clancy's Splinter Cell: Blacklist,0.19
67.0,Wii,Adventure,Namco Bandai Games,One Piece: Unlimited Adventure,0.19
61.0,PS3,Sports,Ubisoft,Shaun White Skateboarding,0.19
57.0,3DS,Sports,Other,Reel Fishing Paradise 3D,0.19
51.0,PS3,Shooter,Eidos Interactive,Conflict: Denied Ops,0.19
74.0,X360,Action,Sega,Binary Domain,0.19
72.0,GBA,Action,Vivendi Games,The Scorpion King: Sword of Osiris,0.19
67.0,PS3,Action,Activision,Ice Age: Dawn of the Dinosaurs,0.19
49.0,PS2,Sports,Sony Computer Entertainment,NCAA Final Four 2001,0.19
59.0,PS2,Strategy,Capcom,Robin Hood: Defender of the Crown,0.19
79.0,PS2,Shooter,Other,R-Type Final,0.19
59.0,PS3,Adventure,Disney Interactive Studios,Bolt,0.19
82.0,XB,Racing,Sega,Sega GT 2002,0.19
83.0,PC,Racing,Codemasters,F1 2011,0.19
51.0,PS3,Simulation,Other,Air Conflicts: Secret Wars,0.19
68.0,PS2,Action,Activision,Ty the Tasmanian Tiger 3: Night of the Quinkan,0.19
55.0,PS2,Action,Tecmo Koei,Samurai Warriors 2: Empires,0.19
76.0,XB,Action,Eidos Interactive,Blood Omen 2,0.19
68.0,X360,Shooter,D3Publisher,Earth Defense Force: Insect Armageddon,0.19
74.0,PS3,Sports,Take-Two Interactive,Major League Baseball 2K10,0.19
86.0,PC,Action,Deep Silver,Saints Row IV,0.19
69.0,XB,Sports,Electronic Arts,Harry Potter: Quidditch World Cup,0.19
74.0,XOne,Misc,Microsoft Game Studios,Dance Central: Spotlight,0.19
44.0,PS3,Action,Tecmo Koei,Warriors: Legends of Troy,0.19
79.0,PS2,Role-Playing,Tecmo Koei,La Pucelle: Tactics,0.19
63.0,PC,Role-Playing,Other,Arcania: Gothic 4,0.19
55.0,X360,Sports,Midway Games,NBA Ballers: Chosen One,0.19
81.0,XB,Sports,Electronic Arts,Tiger Woods PGA Tour 07,0.19
62.0,Wii,Action,Disney Interactive Studios,Disney's Meet the Robinsons,0.19
69.0,PS4,Role-Playing,Namco Bandai Games,Sword Art Online: Hollow Realization,0.19
66.0,PC,Action,Warner Bros. Interactive Entertainment,The Lord of the Rings: War in the North,0.19
74.0,X360,Racing,Other,SBK X: Superbike World Championship,0.19
65.0,PS3,Action,Electronic Arts,Rango: The Video Game,0.19
77.0,PS2,Role-Playing,Other,EverQuest Online Adventures: Frontiers,0.19
65.0,PS3,Role-Playing,Nippon Ichi Software,Fairy Fencer F,0.19
76.0,X360,Action,Electronic Arts,Shadows of the Damned,0.19
80.0,Other,Role-Playing,Sega,Phantasy Star Online Ver. 2,0.19
36.0,PS2,Fighting,Vivendi Games,Fight Club,0.18
64.0,PSP,Action,Tecmo Koei,Samurai Warriors: State of War,0.18
51.0,Wii,Action,D3Publisher,Dragon Blade: Wrath of Fire,0.18
51.0,DS,Simulation,505 Games,Camping Mama: Outdoor Adventures,0.18
71.0,Wii,Action,Namco Bandai Games,The Munchables,0.18
69.0,XB,Shooter,Take-Two Interactive,Close Combat: First to Fight,0.18
73.0,XB,Action,LucasArts,Indiana Jones and the Emperor's Tomb,0.18
72.0,PS2,Action,Vivendi Games,Buffy the Vampire Slayer: Chaos Bleeds,0.18
68.0,XB,Platform,Electronic Arts,Ty the Tasmanian Tiger,0.18
55.0,PS2,Racing,Electronic Arts,Driving Emotion Type-S,0.18
39.0,PS3,Shooter,Unknown,Heavy Fire: Afghanistan,0.18
72.0,PS2,Adventure,Sony Computer Entertainment,Siren,0.18
51.0,XB,Shooter,Midway Games,NARC,0.18
80.0,PC,Racing,Ubisoft,Driver: San Francisco,0.18
58.0,XOne,Misc,Ubisoft,Shape Up,0.18
61.0,PS3,Racing,THQ,Cars: Race-O-Rama,0.18
57.0,GBA,Adventure,Konami Digital Entertainment,Jurassic Park III: Island Attack,0.18
64.0,X360,Simulation,Ubisoft,Star Trek: Legacy,0.18
86.0,PS2,Misc,Sony Computer Entertainment,Amplitude,0.18
82.0,DS,Role-Playing,Square Enix,Disgaea DS,0.18
61.0,XB,Role-Playing,Midway Games,Gauntlet: Seven Sorrows,0.18
61.0,XB,Shooter,Konami Digital Entertainment,AirForce Delta Storm,0.18
84.0,PS,Action,Eidos Interactive,Fear Effect 2: Retro Helix,0.18
76.0,PS3,Role-Playing,Tecmo Koei,Atelier Shallie: Alchemists of the Dusk Sea,0.18
83.0,PC,Shooter,Activision,Call of Duty: World at War,0.18
39.0,PS3,Adventure,Ubisoft,CSI: Fatal Conspiracy,0.18
48.0,PS2,Shooter,Other,Vietcong: Purple Haze,0.18
75.0,GBA,Misc,Atari,Atari Anniversary Advance,0.18
74.0,X360,Shooter,Electronic Arts,Syndicate,0.18
73.0,X360,Sports,505 Games,Zumba Fitness Rush,0.18
71.0,X360,Shooter,Ubisoft,Call of Juarez,0.18
54.0,PSP,Action,Atari,Ghostbusters: The Video Game,0.18
75.0,GC,Fighting,Activision,Bloody Roar: Primal Fury,0.18
44.0,Wii,Racing,Capcom,MotoGP,0.18
72.0,Wii,Action,SouthPeak Games,Mushroom Men: The Spore Wars,0.18
59.0,PS4,Fighting,Namco Bandai Games,Saint Seiya: Soldiers' Soul,0.18
47.0,PS3,Sports,505 Games,Brunswick Pro Bowling,0.18
64.0,PSV,Action,Warner Bros. Interactive Entertainment,LEGO Harry Potter: Years 5-7,0.18
60.0,PSV,Adventure,Other,Corpse Party: Blood Drive,0.18
69.0,DS,Action,THQ,The Last Airbender,0.18
54.0,X360,Sports,Unknown,Backbreaker,0.18
54.0,Wii,Sports,THQ,UFC Personal Trainer: The Ultimate Fitness System,0.18
73.0,PS4,Racing,Other,MotoGP 14 ,0.18
39.0,Wii,Adventure,Atari,Alone in the Dark,0.18
76.0,WiiU,Platform,Activision,Skylanders Imaginators,0.18
34.0,DS,Misc,Other,Six Flags Fun Park,0.18
64.0,XB,Racing,Infogrames,Test Drive Off-Road Wide Open,0.18
70.0,PSP,Fighting,THQ,WWE All Stars,0.18
35.0,XB,Shooter,Empire Interactive,Bad Boys: Miami Takedown,0.18
48.0,PSV,Role-Playing,Other,Valhalla Knights 3,0.18
69.0,PS2,Role-Playing,Capcom,Mega Man X: Command Mission,0.18
59.0,PS2,Racing,Other,Tokyo Xtreme Racer DRIFT,0.18
65.0,DS,Action,Disney Interactive Studios,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",0.18
65.0,XB,Sports,Activision,Cabela's Big Game Hunter 2005 Adventures,0.18
71.0,PSV,Action,Other,Senran Kagura: Estival Versus,0.18
75.0,PS3,Racing,Codemasters,GRID Autosport,0.18
84.0,PSP,Role-Playing,Rising Star Games,Half-Minute Hero,0.18
60.0,GC,Action,Midway Games,Gauntlet: Dark Legacy,0.18
56.0,X360,Action,Disney Interactive Studios,The Chronicles of Narnia: Prince Caspian,0.18
49.0,XB,Platform,Sega,Shadow The Hedgehog,0.18
68.0,GBA,Adventure,Ubisoft,Batman: Vengeance,0.18
